"contactID","timestamp","customerID","cuJob","cuPhone","premiumCU","cuCreditIndex","cuHistoricSpend","talkTimeSec","holdTimeSec","wrapUpTimeSec","dispositionCodes","socialMediaClout","preCallWaitSec","Ysurvey"
"PH10-20519-98563-56673-2875","2012-12-02 12:58:32","CU10-72590-16530-60988-3638","Patent attorney","+09(4)2566846264",0,-1.17931110276217,201.245746877813,280.057234827206,40.3167859900774,16.5413715932586,"P",0.181734771096001,22.9770621534492,"1"
"PH10-56720-93223-63904-7036","1982-04-14 00:18:10","CU10-73312-gbql-93564496","Senior tax professional/tax inspector","(331)048-4412",0,-0.833690306940291,120.767051854469,157.190561170135,17.6861123178677,16.9542028587671,"M",0.461356006748013,34.5899908120042,"0"
"PH10-42290-3236-25888-3414","1973-07-16 14:14:53","CU10-74062-66010-57390-383","Pharmacologist","1-390-263-9160",0,-0.0903263518175305,118.807721836139,235.766220232497,41.6058892832092,8.34683344438299,"L",0.438566774007692,23.6775956437954,"0"
"PH10-80232-33781-50940-4994","1973-05-05 11:36:29","CU10-68698-24964-66128-5874","Food technologist","351-125-2568",0,-2.92375184428873,149.585928729512,243.551114089403,1.99022099966834,10.9774130565399,"D",0.397801982011927,26.6750347646743,"1"
"PH10-10758-uofr-30721903","1930-03-26 13:40:53","CU10-5390-kmay-63521600","Embryologist, clinical","498-137-9128",0,-2.63496896048127,179.760219479117,241.329083514773,38.9634421135375,10.4881620703274,"F",0.491637223861264,33.6829511362176,"1"
"PH10-42468-24515-21791-6921","1922-07-26 11:44:49","CU10-21601-mqoj-78112207","Medical illustrator","915-023-4065",0,-2.34816578472604,202.872278373311,89.3511392287643,26.0799934973667,9.91682475228932,"C",0.393782951183575,22.5070302809657,"0"
"PH10-77374-oytm-59662415","1975-08-19 22:45:42","CU10-62137-32646-90410-7988","Public affairs consultant","985-230-7360",0,-2.58215324325906,186.043271953228,163.25468683779,20.7431353845248,2.2256364334728,"I",0.477346467733825,34.2183360350187,"1"
"PH10-6603-56351-26309-132","1955-11-07 04:40:41","CU10-32971-55548-35506-7355","Probation officer","980.771.6796x94222",0,0.818259301138453,126.862603843394,122.550326881021,20.5276742058756,3.40954775352499,"I",0.316813414114375,41.3918242676344,"0"
"PH10-84478-aogc-10070635","1930-05-20 17:29:11","CU10-75694-7656-17784-4451","Engineer, building services","956.251.1066x389",0,-0.405607918778397,236.359780660445,183.383486934095,2.68802426840602,6.98566371541568,"D",0.417497909598027,28.9140342833003,"1"
"PH10-5041-tisy-79946290","2008-07-25 00:50:50","CU10-65739-78179-79043-1727","Therapist, speech and language","(872)695-0471",1,0.878537913488497,218.396199080761,112.872497527344,37.4618527313315,4.21279272923399,"J",0.561356271427447,26.3185252203156,"1"
"PH10-82139-54520-26741-3511","1968-01-20 02:06:45","CU10-73227-vtag-22766892","Embryologist, clinical","07655684952",0,-1.02660086684935,110.821748643084,138.357055247181,17.1169936059819,4.13055576785716,"K",0.481154335121984,46.0024741883133,"0"
"PH10-91858-78455-73808-2879","2014-04-22 07:36:57","CU10-336-bxgq-31620558","Orthoptist","09929129505",1,-2.3432444849664,88.080060455957,194.401444330898,32.6029756597837,10.0751474052923,"H",0.308371216049129,22.6256595766355,"1"
"PH10-69658-82092-65549-4193","2017-06-15 05:30:44","CU10-42745-spmr-66051739","Industrial/product designer","670-388-3082x3418",1,-0.947662552038633,232.076874406785,147.239401740466,25.0664648439484,15.7406416020757,"G",0.246657716427046,23.8263334345338,"1"
"PH10-60907-trco-30902605","2008-04-14 02:41:23","CU10-50725-52339-96893-7542","Surveyor, hydrographic","+90(2)5474289127",1,-2.57780007380633,253.840995431624,190.491718556245,12.0128224714026,11.7378208045,"O",0.565769660331449,35.2799287964546,"1"
"PH10-53933-44458-94940-4579","1977-10-23 10:29:17","CU10-89081-hklg-11271298","Radiographer, therapeutic","1-950-276-5455x62348",0,-1.40553199735895,100.761201748172,198.254209499173,22.535252880879,17.5978082752915,"A",0.518128788991519,18.8804028247841,"0"
"PH10-54890-76903-91349-6852","1969-07-26 09:20:59","CU10-62233-69432-7934-8410","Print production planner","380.724.9371x660",0,-1.10534345178389,90.4301243682882,141.036978799295,39.2924357675122,6.2998127498546,"U",0.503902312657546,24.4015517273658,"0"
"PH10-14693-19746-19301-4142","1934-09-02 06:39:16","CU10-80981-yebn-53754697","Museum/gallery exhibitions officer","396.463.5408",0,-2.95572140339098,175.398488200285,130.792328868698,15.2737301319668,3.14165363305621,"F",0.455206032720834,38.7116823222668,"1"
"PH10-19919-86193-39778-1617","1978-02-01 07:41:08","CU10-86908-pwzd-66186537","Accountant, chartered management","1-606-910-7643",0,-0.264766504415548,157.971985677683,197.360894914815,25.1045421882321,12.9813463263604,"E",0.485455961816138,27.315708698718,"0"
"PH10-42794-18714-65835-9211","1949-12-04 05:19:13","CU10-82787-qwlg-98542555","Environmental health practitioner","(025)718-3894x9780",0,0.114830230802357,133.384419738077,172.842549837222,3.52603167742985,6.58438312847505,"V",0.435517799192572,23.1149741107048,"0"
"PH10-95338-flji-2785662","1925-11-28 14:47:27","CU10-93968-oteg-44728237","Development worker, community","094-587-6862x002",0,-2.13243381532982,116.20960454838,244.255616918134,42.8902327810704,10.1385231878101,"P",0.435477263124314,36.2107714828516,"0"
"PH10-95587-hmxi-31043112","1990-01-17 03:37:00","CU10-60875-471-87525-2149","Banker","(272)684-2174x051",0,0.590993586141532,169.81533045028,128.133706396915,14.0114677784168,4.27559634915677,"O",0.719538948428613,35.604136393329,"0"
"PH10-92098-4594-20192-7460","1942-09-16 18:14:45","CU10-26809-10483-76818-4763","Pensions consultant","(317)795-1132",0,-1.93259659592976,183.248405868592,236.111679641997,38.307043158852,14.494205278148,"W",0.422409108311228,21.3558766812158,"0"
"PH10-99882-94395-59330-7339","1952-01-13 03:37:25","CU10-54431-32855-29689-8435","Health and safety adviser","992.957.6767x0677",0,-1.91652880343953,194.956403570103,154.278387514748,25.988984243892,5.41692164440449,"P",0.283250508863275,29.4385555441547,"1"
"PH10-414-55837-46079-3363","1967-09-14 01:25:12","CU10-42056-49727-27158-1555","Therapist, sports","(648)774-3606x9954",0,0.126590493844092,130.117348373563,270.493173941477,9.27506888514417,13.953903121916,"U",0.671815979179494,33.454302955418,"0"
"PH10-66084-gurw-26511376","1932-06-19 04:35:21","CU10-68146-81730-543-7670","Engineer, site","(773)115-1469x8916",1,0.682669303246072,127.111511307075,177.895610536047,11.2143397451703,9.3663391229424,"U",0.357706847713705,18.6627478305974,"0"
"PH10-30615-kscj-65776458","1959-07-28 05:49:24","CU10-58907-kzox-76075429","Psychologist, sport and exercise","+96(9)6009283941",1,2.92458441951462,165.160422387447,201.089822444714,0.657120303609678,6.9977560836032,"M",0.673657812075068,32.5175189783592,"0"
"PH10-314-10873-21565-1239","1977-10-10 09:10:13","CU10-59708-kwac-49360043","Theatre director","804.280.8195x8842",0,-1.05180549801619,152.217862504347,155.280466309148,18.7889930496411,4.22296454968435,"N",0.379738122244298,17.0948995274595,"1"
"PH10-98492-yrzq-65259878","2007-01-21 02:55:29","CU10-65613-45773-33478-9864","Surgeon","(017)909-6789x072",1,2.45365306586122,173.884568648089,243.395261831125,3.36522770446999,14.9535952342543,"M",0.278404210847824,32.0512169715953,"0"
"PH10-56503-53695-1982-3726","1999-11-29 13:04:58","CU10-21798-aeqj-55864832","Systems analyst","490.450.8982x7605",0,-0.982628994573239,174.646787013821,201.667940560559,32.4862508485391,12.4264791861677,"M",0.351371624097318,60,"0"
"PH10-75726-uoer-9268399","1969-05-30 06:37:57","CU10-4300-93845-59964-6474","Insurance risk surveyor","+87(6)5677089716",1,0.835761930335679,158.474709694065,121.689305806295,13.1490401685333,1.00342836736469,"R",0.403999650810313,30.6715706340609,"0"
"PH10-77672-vyft-41691860","1949-05-19 20:44:31","CU10-49924-7028-62078-4681","Airline pilot","660.805.4338x5930",1,3.29829389441449,189.827701611241,169.868581017244,5.09973891076478,15.521924006166,"I",0.44552140682013,48.293466208147,"0"
"PH10-13340-kqvh-10524395","1984-12-04 09:48:22","CU10-14543-zwfc-76977168","Engineer, manufacturing systems","361.808.7107x3931",1,-0.301566854309411,137.569964556639,198.117957384534,25.6300242865751,15.3093788015093,"P",0.395191322637719,34.2086490250768,"1"
"PH10-5496-ligp-78389630","2004-06-28 13:30:36","CU10-39912-35017-30820-2929","Maintenance engineer","530-738-8840",0,-1.64247401878884,155.350550738747,146.855805169964,22.9985069206765,9.48877274702782,"S",0.225428864390156,21.3951247513565,"1"
"PH10-27293-65936-38090-9359","2001-07-02 20:08:23","CU10-97093-rvzt-97034380","Ranger/warden","1-568-102-9958x980",1,-0.497039862357087,211.455285225812,222.73276882626,0.212120834149905,1.09827302553896,"J",0.395186311829325,38.989267057524,"1"
"PH10-81482-wsmz-55526849","1963-06-08 05:40:38","CU10-60929-gdvz-44564865","Music tutor","(848)211-5551x0995",1,2.33504544798207,122.591930090901,218.76471166495,27.8099946831311,0.576870631898771,"F",0.462597985875179,34.4914586975918,"0"
"PH10-61359-agsw-96011843","1941-04-16 23:25:42","CU10-64561-73130-17063-449","Archaeologist","674.338.9279x2499",0,-1.59329143478194,261.889591496349,255.830684707697,0.606042961740143,11.2516776509839,"J",0.321897250824873,44.7614977051763,"1"
"PH10-24763-pobi-89476814","1957-02-14 02:04:18","CU10-98792-40688-3662-334","Nutritional therapist","08039285909",1,1.41991689297028,193.96871274002,233.889405015339,25.0718136636784,5.6820222565152,"A",0.513080394505249,20.0551485677162,"0"
"PH10-17610-19341-54695-3991","2014-12-18 16:54:08","CU10-66747-68098-40259-7066","Administrator, local government","325-259-9201x8126",1,2.081110051221,210.879921769921,163.534990594916,21.2562266593973,1.48155064398007,"Z",0.40755005965984,37.0801567718172,"0"
"PH10-14147-hawj-97705355","2016-06-08 15:43:57","CU10-26136-dquh-32020189","Transport planner","057.718.9297",1,-0.321805802141368,284.673909856699,181.784345484213,46.3500700480045,2.46656332894051,"I",0.766321640684021,30.6995358898338,"1"
"PH10-72410-dnyp-37226632","1985-10-13 14:32:41","CU10-12196-lgby-88177243","Audiological scientist","416-024-9837x92813",0,0.0641225111584257,137.872781261972,141.2916838439,24.3758515328067,8.76781455831554,"U",0.630342967231299,23.0622284865667,"0"
"PH10-76174-70308-76412-1654","1974-09-07 14:15:46","CU10-14370-78071-90725-6384","Materials engineer","(939)015-0965x43463",0,-0.642157382319252,165.347189204812,198.855772064506,45.0169941750961,6.29378220254682,"P",0.350016094692904,35.576020620089,"1"
"PH10-91273-iqzn-8395593","2004-08-20 19:24:05","CU10-46700-bplr-36379510","Clinical cytogeneticist","02709039804",0,-0.137893564593775,220.715075891581,297.031717349875,35.1162303940151,8.16819906536693,"V",0.432518977410347,38.9191517139235,"0"
"PH10-66924-uvbp-84589344","1932-03-21 16:09:35","CU10-89153-frce-2737063","Editor, film/video","08642784615",1,0.288989907712339,150.854498608125,226.928696831816,30.5297994791092,5.4841678259137,"X",0.291232385652586,34.3376935490617,"1"
"PH10-12877-uiwv-59244495","1925-09-06 17:18:23","CU10-4257-2585-3335-2287","Diagnostic radiographer","02751250127",1,2.62365270340379,131.706399323082,164.920972956857,1.49530940977479,16.69455528288,"N",0.419836361434127,18.4921246293838,"0"
"PH10-60221-8918-65759-3387","1951-12-02 11:35:04","CU10-89206-65760-39141-5405","Pharmacist, hospital","763-186-7451x044",0,0.0512831148714795,200.948142481701,119.043249935404,11.8797904922211,3.03121676243505,"Y",0.416256589287736,29.2169824692622,"1"
"PH10-36422-yota-3982639","1967-08-05 23:19:25","CU10-89085-bwux-84422286","Physicist, medical","1-454-137-9691x3332",0,-2.33989491120514,225.415762620439,197.138517357454,16.6446864494799,16.3806428704184,"B",0.387588857840406,34.6249806678414,"1"
"PH10-25326-qktc-99449727","1978-12-24 20:59:45","CU10-19591-sbyr-45647455","Psychiatric nurse","(737)809-9240x32070",1,-2.24553202059978,290.13130202105,151.092982346761,37.1258705725397,5.97997666765371,"G",0.427742549888932,45.0140544115465,"1"
"PH10-74772-njow-21585944","1966-10-14 06:50:06","CU10-83186-maqx-95030973","Magazine journalist","+68(5)0598877686",1,-0.374186522926809,126.739418153364,187.138572695567,38.6908579301111,16.4931193429604,"W",0.648920545095561,27.7782658381351,"1"
"PH10-82875-wyvf-22344859","2012-11-19 16:16:09","CU10-77565-atvz-61660744","Logistics and distribution manager","(083)507-5383x07725",0,-0.433879706149712,139.361794027944,241.014139243579,3.21548561895899,14.9927344847223,"S",0.550220546207056,34.3642083244969,"1"
"PH10-83822-zmao-83038606","1942-04-02 14:52:36","CU10-6135-27527-4641-1744","Surgeon","(093)838-7012x62260",0,0.506229186367055,246.528907592308,151.592032338549,23.4908003577562,8.81492053851865,"D",0.443039283344873,31.4972621029021,"1"
"PH10-68119-86482-24241-8638","1974-04-23 02:51:16","CU10-61444-lmqi-88654131","Homeopath","306-473-3097",0,0.61472003882104,172.946004335182,187.413119019926,0.798289865240374,8.99880538601775,"Q",0.384192247948566,36.1507013052529,"0"
"PH10-20934-bpte-66565045","1934-06-08 05:27:09","CU10-56427-erdi-37656897","Geochemist","546-446-4577",0,-1.22274389932364,162.851358304726,235.471159755119,35.1012670910138,13.2240415346289,"Z",0.532430486507578,26.5363035248159,"0"
"PH10-6116-42085-55154-8178","1948-07-18 01:04:45","CU10-78389-15751-95467-4290","Petroleum engineer","1-529-296-4877x3220",1,-0.760255562852971,212.538338111678,157.82587581539,22.6294264402518,3.0512596556091,"F",0.480172864867344,31.1147549947202,"1"
"PH10-57311-haig-97402375","1938-03-22 23:20:41","CU10-41067-kxjn-92747186","Mining engineer","1-140-102-9507",1,0.126385882618308,147.699997627486,139.219607286911,18.4965463949294,7.23855213389968,"G",0.607177392625214,35.9154629731479,"1"
"PH10-96486-wcoi-67488678","1990-02-15 03:45:54","CU10-89154-9004-55165-7381","Product/process development scientist","+82(1)2718051460",1,0.307697830536923,115.796310336645,143.504605533277,9.70073684480993,4.60735358082547,"L",0.6938464156321,24.7049630709705,"1"
"PH10-62556-dhez-56054406","2012-06-16 07:12:13","CU10-81000-ylbe-24118981","Consulting civil engineer","02067115467",0,1.46511422327792,129.694660325181,126.82104995356,16.8084804628186,11.3060482836925,"L",0.478578117462614,32.0069676801611,"0"
"PH10-84385-20957-50991-4009","2010-04-11 01:04:41","CU10-62962-11498-2224-2040","Museum/gallery conservator","768-269-3853",1,-1.37945386337273,242.447410359236,132.17685461918,0.219403681549965,9.55124130673763,"R",0.769605284072926,38.4623576386798,"1"
"PH10-30768-7905-94682-3848","2013-11-28 07:02:17","CU10-80676-wxnv-54026461","Land","(510)014-4090x1622",1,-0.57880062603464,183.080081339381,241.702068029587,27.6603595079072,17.3370472453923,"B",0.490698393822259,35.4019019611449,"1"
"PH10-77753-48463-92951-593","1970-09-21 19:25:10","CU10-46564-68380-40985-3134","Oncologist","1-596-310-6024x7035",0,-2.15242376324659,161.793919277282,149.416641759078,13.5009752290691,14.0731985535031,"I",0.685190331488926,32.7070375438579,"1"
"PH10-33727-ymwh-59905226","1999-02-20 20:32:00","CU10-55124-gins-8127856","Product designer","(036)985-8106x51927",1,-0.169883766164463,181.755005195754,180.71032434885,6.35070310819595,6.44254660237796,"X",0.311429512500185,28.8850724672709,"1"
"PH10-44111-oxug-84356022","2004-08-04 01:46:11","CU10-57142-94753-22074-7999","Event organiser","508.213.7346x1099",1,0.179855215325859,150.468335777331,224.131083351594,4.18483542404299,16.1116783856467,"F",0.765059754439329,13.7257785280969,"1"
"PH10-55734-18868-51013-9277","1994-03-20 08:08:21","CU10-73208-11673-3740-3416","Merchandiser, retail","632-702-7418x0258",1,2.50061424567164,160.710427749331,206.732087102556,0.864055704266825,14.3324676650977,"Z",0.542014400747196,33.6668545426681,"0"
"PH10-5783-88483-51247-8065","1979-10-17 20:16:02","CU10-60777-ksfi-89156670","Nurse, mental health","905-579-4169x6766",1,0.342835218493815,136.024177870281,163.137081436264,33.2628132774686,12.7890936836944,"V",0.468605104549402,36.1144625994157,"1"
"PH10-86064-45069-17120-5135","1960-05-23 03:45:07","CU10-47599-foxg-41413835","Educational psychologist","1-841-322-0484",0,-0.841110033747806,39.8251973226003,170.911258892067,24.9378785070921,2.95341013153851,"B",0.481614410567029,37.8147955629989,"0"
"PH10-25889-ypws-4931640","2000-08-19 16:27:24","CU10-87986-69072-5605-4036","Microbiologist","(213)331-4715",0,0.931242987109569,127.688386505792,189.277221760855,38.0687228796777,13.2572024065168,"F",0.502627401730416,20.8540703575355,"0"
"PH10-71064-28536-46547-7320","1985-09-22 04:30:51","CU10-87956-88219-60282-5782","Publishing copy","(503)336-0665x892",0,-2.80991845838869,179.601333622375,265.15016382547,10.2026836525739,10.8007686172974,"E",0.326709264404701,31.0690599234586,"1"
"PH10-39415-24987-94740-8431","1953-06-18 05:59:52","CU10-29020-fmpg-35136491","Accountant, chartered","(413)640-5749x137",0,2.57617564584676,194.860929465531,165.060298872945,2.85039405897465,5.78564356748366,"Z",0.301541582069084,17.8193528329402,"0"
"PH10-20753-95023-47897-1191","1932-02-17 14:58:04","CU10-54416-abrv-15960613","Architectural technologist","01075607491",1,0.91460114192172,151.754141784334,173.606395000638,36.2205733275406,17.4542839278026,"E",0.323219448638787,22.7816684590322,"0"
"PH10-83045-ivam-47894065","1969-06-22 00:09:20","CU10-3700-dxep-21156896","Ecologist","452-117-7183",1,2.50172150764047,233.004871224108,140.981784105502,11.2121369642141,6.22643306681234,"D",0.532674786633594,28.4238078160578,"0"
"PH10-22313-nach-54530687","1931-07-30 20:22:27","CU10-86072-lxyi-45389492","Production assistant, television","(520)156-9606",0,1.44022728295899,173.056850020697,214.05668326722,21.8145253234846,12.2525798464262,"I",0.212755848427727,30.5122324602185,"0"
"PH10-1126-59903-71338-4712","1963-02-17 04:13:05","CU10-20212-blox-31327587","IT trainer","03109164691",1,-1.42953690554927,188.079525698072,209.983044420287,4.66620317265135,16.4384704504911,"C",0.412603462021066,28.9878364451919,"1"
"PH10-41116-63953-5718-5725","1927-09-22 12:41:38","CU10-50031-94644-15525-4794","Research officer, government","563-373-1084x616",0,0.377092669635393,192.058331951984,184.053678939129,24.1226274583328,5.51955770162872,"T",0.393459087606617,41.8083846533264,"1"
"PH10-97072-deyk-20390054","1980-12-11 20:21:04","CU10-68964-ocfy-22961623","Surveyor, quantity","136.203.5512x33624",0,-0.152965197494842,261.184325168373,216.54140362041,36.629435062312,11.0610635406153,"E",0.70501704109313,35.0213961705909,"1"
"PH10-82496-cyal-98566220","2004-10-26 19:30:00","CU10-13447-jvfk-10723576","Early years teacher","1-447-049-4364x9706",0,-0.792530969264086,196.033921896402,165.100994718828,33.4955684099448,7.77134065204141,"Z",0.486878409010356,30.9240306350934,"0"
"PH10-30584-98665-92436-220","1951-08-01 15:26:24","CU10-58622-xzgu-60913860","Special educational needs teacher","181-705-4705",1,0.420092312825602,84.6060245724441,167.550162048376,33.0355187236231,4.58787894786124,"B",0.447129218168672,34.7870132305686,"0"
"PH10-62107-79381-48204-8090","1986-12-26 06:38:46","CU10-52312-96044-13679-5618","Police officer","088-671-6356",0,-0.792340684432262,192.975742113296,172.894988178726,23.8175064840146,12.3339061897943,"O",0.372478995531305,36.2326404870579,"0"
"PH10-27230-cben-86408","2004-05-19 05:01:37","CU10-74968-658-79147-8435","Futures trader","782.466.2784x5011",0,0.47082850752376,136.061537540122,187.582633272804,39.7559158971747,7.70735190164484,"W",0.3961687922764,25.2762041932525,"0"
"PH10-20149-66483-55306-7466","1969-09-22 11:50:19","CU10-61205-vjts-9540349","Retail manager","286.475.0618",0,1.07896426258214,153.941570688902,149.201138620615,31.3864996177176,5.63392497827209,"O",0.500365428369265,32.280743750875,"0"
